     FECHATMAX TMIN  NOMBRE                    
   5082024 14.8   6.5LA PLATA AERO             
   5082024 16.9  -6.3LA QUIACA OBSERVATORIO    
   5082024 24.7   5.4LA RIOJA AERO             
   5082024 20.4   0.3LABOULAYE AERO            
   5082024   18   5.6LAS FLORES                
   5082024   31  16.1LAS LOMITAS               
   5082024   14  -1.4MALARGUE AERO             
   5082024 12.6   2.7MAQUINCHAO                
   5082024 14.4   2.1MAR DEL PLATA AERO        
   5082024   19   4.5MARCOS JUAREZ AERO        
   5082024NA      6.5MARIANO MORENO AERO       
   5082024 24.4   4.2MENDOZA AERO              
   5082024NA      4.2MENDOZA OBSERVATORIO      
   5082024 26.8  15.5MERCEDES AERO (CTES)      
   5082024   16   7.9MERLO AERO                
   5082024 24.8   7.4METAN                     
   5082024 24.7    14MONTE CASEROS AERO        
   5082024 15.4   8.3MORON AERO                
   5082024   15   6.7NEUQUEN AERO              
   5082024 15.6   4.8NUEVE DE JULIO            
   5082024   25  17.8OBERA                     
   5082024 16.4   3.3OLAVARRIA AERO            
   5082024 28.5  14.8ORAN AERO                 
   5082024 17.3   9.9PARANA AERO               
   5082024  8.2   2.8PASO DE INDIOS            
   5082024 25.3  15.4PASO DE LOS LIBRES AERO   
   5082024 18.6   0.5PEHUAJO AERO              
   5082024NA     -2.6PERITO MORENO AERO        
   5082024   16   4.8PIGUE AERO                
   5082024 21.4   2.5PILAR OBSERVATORIO        
   5082024 24.4  18.4POSADAS AERO              
        NANA     NA  NA                        
   5082024  4.9   2.2PUERTO DESEADO AERO       
   5082024 11.6   6.4PUERTO MADRYN AERO        
   5082024   15     8PUNTA INDIO B.A.          
   5082024   20   8.8RAFAELA AERO              
   5082024 22.6  14.6RECONQUISTA AERO          
   5082024 27.8  15.9RESISTENCIA AERO          
   5082024NA      6.1RIO CUARTO AERO           
   5082024  2.6  -0.7RIO GALLEGOS AERO         
   5082024  1.1  -6.2RIO GRANDE B.A.           
   5082024   30  15.3RIVADAVIA                 
   5082024 16.8  10.6ROSARIO AERO              
   5082024   25   3.6SALTA AERO                
   5082024NA      2.7SAN ANTONIO OESTE AERO    
   5082024 15.7  12.1SAN FERNANDO AERO         
   5082024   28     1SAN JUAN AERO             
   5082024  3.2  -0.3SAN JULIAN AERO           
   5082024 23.2     7SAN LUIS AERO             
   5082024 24.2   3.1SAN MARTIN (MZA)          
   5082024 18.5   1.3SAN RAFAEL AERO           
   5082024  1.5  -2.3SANTA CRUZ AERO           
   5082024 18.6   4.5SANTA ROSA AERO           
   5082024   23  -2.3SANTA ROSA DE CONLARA AE  
   5082024 25.8   4.2SANTIAGO DEL ESTERO AERO  
   5082024 17.4    11SAUCE VIEJO AERO          
   5082024 18.6   9.8SUNCHALES AERO            
   5082024 16.4   1.3TANDIL AERO               
   5082024NA     13.5TARTAGAL AERO             
   5082024 24.7     3TERMAS DE RIO HONDO AERO  
   5082024   30     3TINOGASTA                 
   5082024 10.5  -1.8TRELEW AERO               
   5082024 19.1   4.3TRENQUE LAUQUEN           
   5082024 20.2   2.5TRES ARROYOS              
   5082024 25.4   8.9TUCUMAN AERO              
   5082024  0.4  -5.3USHUAIA AERO              
   5082024 15.1  -3.6USPALLATA                 
   5082024 15.2   2.5VENADO TUERTO AERO        
   5082024 19.1   4.3VICTORICA                 
   5082024NA      7.7VIEDMA AERO               
   5082024 25.8   1.9VILLA DE MARIA DEL RIO S  
   5082024   22   2.4VILLA DOLORES AERO        
   5082024 17.9   4.3VILLA GESELL AERO         
   5082024 25.5   4.2VILLA REYNOLDS AERO       
   4082024 16.5   9.6AEROPARQUE AERO           
   4082024 19.7   1.6AZUL AERO                 
   4082024 21.2     2BAHIA BLANCA AERO         
   4082024  8.3   1.1BARILOCHE AERO            
   4082024-10.4 ###  BASE BELGRANO II          
   4082024  -13 ###  BASE CARLINI (EX JUBANY)  
   4082024-14.2 ###  BASE ESPERANZA            
   4082024-17.2 ###  BASE MARAMBIO             
   4082024-18.6 ###  BASE ORCADAS              
   4082024-22.1 ###  BASE SAN MARTIN           
   4082024 18.6   0.6BENITO JUAREZ             
   4082024 22.9  15.3BERNARDO DE IRIGOYEN AER  
   4082024 20.3   1.5BOLIVAR AERO              
   4082024   18   8.4BUENOS AIRES OBSERVATORI  
   4082024 17.3     4CAMPO DE MAYO AERO        
   4082024 24.8  15.4CATAMARCA AERO            
   4082024NA     10.2CERES AERO                
   4082024NA      9.8CHAMICAL AERO             
   4082024   10  -0.5CHAPELCO AERO             
   4082024 21.5     8CHEPES                    
   4082024   21   3.9CHILECITO AERO            
   4082024   11   3.2COMODORO RIVADAVIA AERO   
   4082024 21.1   9.8CONCORDIA AERO            
   4082024 19.6   6.8CORDOBA AERO              
   4082024 19.8     9CORDOBA OBSERVATORIO      
   4082024 19.3  -0.7CORONEL SUAREZ AERO       
   4082024   23  13.8CORRIENTES AERO           
   4082024NA      3.1DOLORES AERO              
   4082024  9.5   2.8EL BOLSON AERO            
   4082024  3.4  -0.5EL CALAFATE AERO          
   4082024 17.5   2.3EL PALOMAR AERO           
   4082024NA      6.4ESCUELA DE AVIACION MILI  
   4082024  8.4   0.5ESQUEL AERO               
   4082024 18.3   4.5EZEIZA AERO               
   4082024 26.6  17.5FORMOSA AERO              
   4082024   22   4.5GENERAL PICO AERO         
   4082024    5    -2GOBERNADOR GREGORES AERO  
   4082024 18.2    10GUALEGUAYCHU AERO         
   4082024 24.9  18.8IGUAZU AERO               
   4082024 23.6    18ITUZAINGO                 
   4082024 21.2  -4.5JACHAL                    
   4082024 25.5  11.9JUJUY AERO                
   4082024 24.8    13JUJUY U N                 
   4082024 19.5   3.6JUNIN AERO                
   4082024 17.3   4.5LA PLATA AERO             
   4082024 18.1  -5.1LA QUIACA OBSERVATORIO    
   4082024 25.1   5.4LA RIOJA AERO             
   4082024 23.9   1.2LABOULAYE AERO            
   4082024 19.2   4.8LAS FLORES                
   4082024 25.8  18.4LAS LOMITAS               
   4082024 14.6  -2.4MALARGUE AERO             
   4082024   13  -2.4MAQUINCHAO                
   4082024 18.4   1.4MAR DEL PLATA AERO        
   4082024 20.7   6.4MARCOS JUAREZ AERO        
   4082024NA        6MARIANO MORENO AERO       
   4082024 20.4   2.6MENDOZA AERO              
   4082024NA      5.8MENDOZA OBSERVATORIO      
   4082024 18.6  11.4MERCEDES AERO (CTES)      
   4082024 17.6   6.5MERLO AERO                
   4082024   23  10.7METAN                     
   4082024 18.6  11.1MONTE CASEROS AERO        
   4082024 17.8   6.2MORON AERO                
   4082024 17.2   3.7NEUQUEN AERO              
   4082024 20.5     4NUEVE DE JULIO            
   4082024NA     NA  OBERA                     
   4082024 19.7   0.3OLAVARRIA AERO            
   4082024 28.5    18ORAN AERO                 
   4082024 20.5  10.5PARANA AERO               
   4082024 12.5   0.8PASO DE INDIOS            
   4082024 18.8  12.9PASO DE LOS LIBRES AERO   
   4082024   21   2.4PEHUAJO AERO              
   4082024NA     NA  PERITO MORENO AERO        
   4082024 19.2   1.4PIGUE AERO                
   4082024 20.1   6.8PILAR OBSERVATORIO        
   4082024 24.9  19.6POSADAS AERO              
        NANA     NA  NA                        
   4082024  5.2   0.2PUERTO DESEADO AERO       
   4082024   15   0.9PUERTO MADRYN AERO        
   4082024 16.5     5PUNTA INDIO B.A.          
   4082024 21.5   9.5RAFAELA AERO              
   4082024 18.7  11.9RECONQUISTA AERO          
   4082024 22.7  14.6RESISTENCIA AERO          
   4082024NA      6.2RIO CUARTO AERO           
   4082024  3.2   0.1RIO GALLEGOS AERO         
   4082024  1.5  -3.3RIO GRANDE B.A.           
   4082024 28.5  18.3RIVADAVIA                 
   4082024 18.7   7.4ROSARIO AERO              
   4082024 24.1  10.3SALTA AERO                
   4082024NA      3.6SAN ANTONIO OESTE AERO    
   4082024 16.9   5.8SAN FERNANDO AERO         
   4082024 23.4   0.5SAN JUAN AERO             
   4082024  3.4   0.9SAN JULIAN AERO           
   4082024 21.1   9.4SAN LUIS AERO             
   4082024 20.9   4.5SAN MARTIN (MZA)          
   4082024   19   1.6SAN RAFAEL AERO           
   4082024  2.5  -0.4SANTA CRUZ AERO           
   4082024 20.3   2.2SANTA ROSA AERO           
   4082024 22.2   0.4SANTA ROSA DE CONLARA AE  
   4082024 25.2  10.3SANTIAGO DEL ESTERO AERO  
   4082024 21.6   9.2SAUCE VIEJO AERO          
   4082024 21.5   9.8SUNCHALES AERO            
   4082024 19.6  -1.9TANDIL AERO               
   4082024NA     17.1TARTAGAL AERO             
   4082024 22.7    12TERMAS DE RIO HONDO AERO  
   4082024   23     2TINOGASTA                 
   4082024 16.9   1.6TRELEW AERO               
   4082024 20.9   3.9TRENQUE LAUQUEN           
   4082024 19.7     1TRES ARROYOS              
   4082024 23.2  11.6TUCUMAN AERO              
   4082024    0  -2.8USHUAIA AERO              
   4082024 16.1  -3.2USPALLATA                 
   4082024 20.1   2.5VENADO TUERTO AERO        
   4082024NA     NA  VICTORICA                 
   4082024NA     -0.2VIEDMA AERO               
   4082024 23.6   7.8VILLA DE MARIA DEL RIO S  
   4082024 21.5   1.5VILLA DOLORES AERO        
   4082024 18.5   1.3VILLA GESELL AERO         
   4082024   23  -1.4VILLA REYNOLDS AERO       
   3082024 23.5  12.5AEROPARQUE AERO           
   3082024   19   9.6AZUL AERO                 
   3082024 18.3  10.3BAHIA BLANCA AERO         
   3082024  6.2   0.7BARILOCHE AERO            
   3082024   -9 ###  BASE BELGRANO II          
   3082024-12.5 ###  BASE CARLINI (EX JUBANY)  
   3082024-14.4 ###  BASE ESPERANZA            
   3082024-18.2 ###  BASE MARAMBIO             
   3082024-19.8 ###  BASE ORCADAS              
   3082024-21.5 ###  BASE SAN MARTIN           
   3082024   18   8.2BENITO JUAREZ             
   3082024 25.5    19BERNARDO DE IRIGOYEN AER  
   3082024 20.1   8.4BOLIVAR AERO              
   3082024 26.1  13.1BUENOS AIRES OBSERVATORI  
   3082024 26.7  12.6CAMPO DE MAYO AERO        
   3082024   26   9.9CATAMARCA AERO            
   3082024NA       15CERES AERO                
   3082024NA      9.5CHAMICAL AERO             
   3082024  8.1   1.5CHAPELCO AERO             
   3082024 22.5  11.5CHEPES                    
   3082024   28   8.4CHILECITO AERO            
   3082024 13.6   5.2COMODORO RIVADAVIA AERO   
   3082024   26  14.4CONCORDIA AERO            
   3082024 22.7    12CORDOBA AERO              
   3082024 24.5    14CORDOBA OBSERVATORIO      
   3082024   18   8.6CORONEL SUAREZ AERO       
   3082024 33.2  20.5CORRIENTES AERO           
   3082024NA     11.7DOLORES AERO              
   3082024 11.2     4EL BOLSON AERO            
   3082024  4.9   0.5EL CALAFATE AERO          
   3082024 27.9    11EL PALOMAR AERO           
   3082024NA     10.4ESCUELA DE AVIACION MILI  
   3082024  7.6   0.6ESQUEL AERO               
   3082024 27.4  11.5EZEIZA AERO               
   3082024 33.6  24.7FORMOSA AERO              
   3082024 20.2   8.5GENERAL PICO AERO         
   3082024    6    -1GOBERNADOR GREGORES AERO  
   3082024   25  12.6GUALEGUAYCHU AERO         
   3082024 28.8    18IGUAZU AERO               
   3082024   29  22.8ITUZAINGO                 
   3082024 19.2   5.5JACHAL                    
   3082024 29.5  12.2JUJUY AERO                
   3082024   29    18JUJUY U N                 
   3082024 21.8   8.2JUNIN AERO                
   3082024   24  11.3LA PLATA AERO             
   3082024 17.7  -3.6LA QUIACA OBSERVATORIO    
   3082024 25.8  11.1LA RIOJA AERO             
   3082024 18.8   9.1LABOULAYE AERO            
   3082024 23.6    12LAS FLORES                
   3082024 36.5  23.4LAS LOMITAS               
   3082024 13.4   0.4MALARGUE AERO             
   3082024  9.5  -0.5MAQUINCHAO                
   3082024 22.6   8.6MAR DEL PLATA AERO        
   3082024 23.8  11.4MARCOS JUAREZ AERO        
   3082024NA       12MARIANO MORENO AERO       
   3082024 19.6   4.2MENDOZA AERO              
   3082024NA      5.1MENDOZA OBSERVATORIO      
   3082024 31.4  17.8MERCEDES AERO (CTES)      
   3082024 28.1  11.7MERLO AERO                
   3082024 23.2  11.9METAN                     
   3082024 29.4  16.2MONTE CASEROS AERO        
   3082024 27.9  11.8MORON AERO                
   3082024 18.2     8NEUQUEN AERO              
   3082024 21.1  11.8NUEVE DE JULIO            
   3082024   27    22OBERA                     
   3082024 18.7  11.1OLAVARRIA AERO            
   3082024   32    15ORAN AERO                 
   3082024 26.5  13.2PARANA AERO               
   3082024   11     3PASO DE INDIOS            
   3082024 30.5  17.2PASO DE LOS LIBRES AERO   
   3082024   19  10.8PEHUAJO AERO              
   3082024  9.9   0.9PERITO MORENO AERO        
   3082024   17   5.8PIGUE AERO                
   3082024 23.5  13.3PILAR OBSERVATORIO        
   3082024 27.5    23POSADAS AERO              
        NANA     NA  NA                        
   3082024  9.5   2.2PUERTO DESEADO AERO       
   3082024 15.7     6PUERTO MADRYN AERO        
   3082024 21.5  11.2PUNTA INDIO B.A.          
   3082024 24.7    14RAFAELA AERO              
   3082024   28    18RECONQUISTA AERO          
   3082024   34  22.8RESISTENCIA AERO          
   3082024NA     11.7RIO CUARTO AERO           
   3082024  2.7   0.4RIO GALLEGOS AERO         
   3082024  2.6  -1.3RIO GRANDE B.A.           
   3082024   33  21.3RIVADAVIA                 
   3082024 27.4  12.7ROSARIO AERO              
   3082024 31.5    16SALTA AERO                
   3082024NA      5.1SAN ANTONIO OESTE AERO    
   3082024 27.4    12SAN FERNANDO AERO         
   3082024 22.5   5.5SAN JUAN AERO             
   3082024  5.2   0.9SAN JULIAN AERO           
   3082024 19.9   6.2SAN LUIS AERO             
   3082024 20.8   6.3SAN MARTIN (MZA)          
   3082024   20   3.9SAN RAFAEL AERO           
   3082024    4   1.7SANTA CRUZ AERO           
   3082024 20.2   9.6SANTA ROSA AERO           
   3082024 20.6     9SANTA ROSA DE CONLARA AE  
   3082024 27.4  18.2SANTIAGO DEL ESTERO AERO  
   3082024 27.6  14.7SAUCE VIEJO AERO          
   3082024   25  14.1SUNCHALES AERO            
   3082024   18  10.5TANDIL AERO               
   3082024NA       17TARTAGAL AERO             
   3082024 29.2    13TERMAS DE RIO HONDO AERO  
   3082024   26  16.2TINOGASTA                 
   3082024 15.5   4.8TRELEW AERO               
   3082024 19.8  10.6TRENQUE LAUQUEN           
   3082024 18.6     8TRES ARROYOS              
   3082024 26.7    12TUCUMAN AERO              
   3082024  2.7  -1.6USHUAIA AERO              
   3082024 12.5  -1.3USPALLATA                 
   3082024   21    10VENADO TUERTO AERO        
   3082024 20.9   4.5VICTORICA                 
   3082024NA      6.8VIEDMA AERO               
   3082024 24.5  13.8VILLA DE MARIA DEL RIO S  
   3082024 22.3  10.9VILLA DOLORES AERO        
   3082024 22.6     9VILLA GESELL AERO         
   3082024 18.9   7.8VILLA REYNOLDS AERO       
   2082024 24.4  17.3AEROPARQUE AERO           
   2082024 27.6  15.9AZUL AERO                 
   2082024 21.6  16.9BAHIA BLANCA AERO         
   2082024  7.7   4.1BARILOCHE AERO            
   2082024-11.9 ###  BASE BELGRANO II          
   2082024  -12 ###  BASE CARLINI (EX JUBANY)  
   2082024-15.2 ###  BASE ESPERANZA            
   2082024-19.2 ###  BASE MARAMBIO             
   2082024 -7.3 ###  BASE ORCADAS              
   2082024-17.6 ###  BASE SAN MARTIN           
   2082024   26  16.8BENITO JUAREZ             
   2082024 25.6  17.5BERNARDO DE IRIGOYEN AER  
   2082024 27.1    17BOLIVAR AERO              
   2082024 29.7  21.2BUENOS AIRES OBSERVATORI  
   2082024 30.4  21.5CAMPO DE MAYO AERO        
   2082024 30.4   7.4CATAMARCA AERO            
   2082024NA     22.3CERES AERO                
   2082024NA       10CHAMICAL AERO             
   2082024  9.3     3CHAPELCO AERO             
   2082024   26    10CHEPES                    
   2082024   36   7.5CHILECITO AERO            
   2082024 16.9   8.8COMODORO RIVADAVIA AERO   
   2082024 29.9  21.8CONCORDIA AERO            
   2082024 34.7  13.7CORDOBA AERO              
   2082024 33.8    17CORDOBA OBSERVATORIO      
   2082024 21.3  11.8CORONEL SUAREZ AERO       
   2082024 33.2  21.5CORRIENTES AERO           
   2082024NA     16.6DOLORES AERO              
   2082024 12.5   4.5EL BOLSON AERO            
   2082024  4.9   0.2EL CALAFATE AERO          
   2082024 30.6    22EL PALOMAR AERO           
   2082024NA     13.7ESCUELA DE AVIACION MILI  
   2082024 10.7   1.7ESQUEL AERO               
   2082024 30.5    22EZEIZA AERO               
   2082024 33.7  22.4FORMOSA AERO              
   2082024   23    12GENERAL PICO AERO         
   2082024   10     6GOBERNADOR GREGORES AERO  
   2082024 31.7  22.6GUALEGUAYCHU AERO         
   2082024 30.4  17.4IGUAZU AERO               
   2082024 29.5    22ITUZAINGO                 
   2082024 28.4  13.5JACHAL                    
   2082024 31.3   9.8JUJUY AERO                
   2082024 34.5  11.5JUJUY U N                 
   2082024 32.1  18.9JUNIN AERO                
   2082024 28.4    19LA PLATA AERO             
   2082024 20.5    -4LA QUIACA OBSERVATORIO    
   2082024 30.7   6.4LA RIOJA AERO             
   2082024 25.3  11.5LABOULAYE AERO            
